          time,         N0.im,         N0.re,         N1.im,         N1.re,        N10.im,        N10.re,        N11.im,        N11.re,        N12.im,        N12.re,        N13.im,        N13.re,        N14.im,        N14.re,         N2.im,         N2.re,         N3.im,         N3.re,         N4.im,         N4.re,         N5.im,         N5.re,         N6.im,         N6.re,         N7.im,         N7.re,         N8.im,         N8.re,         N9.im,         N9.re
  0.000000e+00,      0.000000, 110000.000000,  -2338.351339,  19068.762206,  -3187.835024,  17483.587198,  -3190.674762,  17478.863890,  -1972.502176,  19286.859895,  -1980.253890,  19185.668663,  -1984.719913,  19127.491955,  -2638.294629,  18525.446285,  -3099.877354,  17664.840239,  -3127.551786,  17620.482700,  -3146.533250,  17590.038590,  -3168.937450,  17554.002105,  -3163.721634,  17529.451194,  -3161.322145,  17535.918766,  -3170.854080,  17513.316080
